customer_id,name,governorate,contract_type,tenure_months,consumption_kwh,monthly_charges,payment_arrears,complaints_count,meter_reading_issues,fraud_flag
EGY00000315,علي سالم,بني سويف,تجاري,56,2263.03,2742.26,6,2,0,0
EGY00000316,خالد السيد,الفيوم,تجاري,97,2186.56,2719.31,11,0,4,0
EGY00000317,عادل فؤاد,الشرقية,تجاري,20,1235.77,1533.94,0,3,0,0
EGY00000318,عمر عبدالرحمن,الأقصر,سكني,37,264.53,214.22,10,0,0,0
EGY00000319,سارة سالم,الغربية,صناعي,5,6477.08,6177.08,0,1,0,0
EGY00000320,هشام حسن,مطروح,صناعي,17,7730.73,7364.42,9,0,0,0
EGY00000321,إبراهيم الشريف,سوهاج,حكومي,71,2289.85,1921.46,0,0,0,0
EGY00000322,مريم فهمي,الإسماعيلية,تجاري,48,2240.86,2719.09,0,5,0,0
EGY00000323,مريم محمد,بني سويف,سكني,49,358.67,282.56,5,6,0,0
EGY00000324,نور فؤاد,الغربية,سكني,3,113.22,123.92,0,0,0,0
EGY00000325,عمر البدوي,الإسماعيلية,تجاري,15,1029.87,1298.31,0,0,0,0
EGY00000326,عائشة حسن,المنيا,تجاري,33,1853.31,2280.37,0,0,4,0
EGY00000327,محمد الجمال,الإسماعيلية,سكني,12,430.0,148.28,0,0,2,1
EGY00000328,دينا الشريف,أسوان,سكني,1,613.58,464.28,0,2,0,0
EGY00000329,رامي صالح,السويس,سكني,40,804.88,605.6,0,3,0,0
EGY00000330,زينب حسن,دمياط,سكني,23,321.94,267.99,0,0,0,0
EGY00000331,أحمد سالم,الشرقية,سكني,50,286.11,146.38,0,0,1,1
EGY00000332,يوسف فهمي,قنا,سكني,55,620.47,435.06,0,2,1,0
EGY00000333,عائشة فهمي,الشرقية,سكني,60,236.24,106.47,0,0,0,1
EGY00000334,كريم إبراهيم,أسيوط,سكني,80,502.91,357.63,2,2,0,0
EGY00000335,رامي خليل,أسيوط,تجاري,115,275.35,372.4,0,0,0,0
EGY00000336,عمر أحمد,بورسعيد,سكني,60,108.06,44.39,0,0,0,1
EGY00000337,نور صالح,دمياط,سكني,67,302.44,170.87,2,4,0,1
EGY00000338,حسن فؤاد,المنوفية,صناعي,27,3721.36,2277.19,0,0,3,1
EGY00000339,محمود فؤاد,أسوان,صناعي,86,1700.55,1673.67,11,0,2,0
EGY00000340,عبدالله حسن,الجيزة,سكني,46,794.46,576.31,0,1,0,0
EGY00000341,طارق السيد,الوادي الجديد,سكني,1,141.45,176.59,0,0,2,0
EGY00000342,محمد أحمد,السويس,سكني,8,265.72,98.4,0,6,0,1
EGY00000343,إبراهيم البدوي,جنوب سيناء,سكني,19,671.9,463.99,3,0,0,0
EGY00000344,وليد فهمي,البحيرة,سكني,2,993.2,696.48,0,0,0,0
EGY00000345,رامي الشريف,البحيرة,سكني,31,191.62,185.03,0,1,0,0
EGY00000346,هشام الجمال,الفيوم,تجاري,9,749.7,995.68,0,0,0,0
EGY00000347,إبراهيم إبراهيم,القاهرة,سكني,32,354.25,278.5,0,0,0,0
EGY00000348,خالد حسن,أسوان,سكني,81,197.97,89.33,8,0,3,1
EGY00000349,إبراهيم محمد,الإسماعيلية,صناعي,15,4654.02,4448.93,9,0,0,0
EGY00000350,يوسف البدوي,بني سويف,تجاري,64,1286.02,1600.28,0,5,2,0
EGY00000351,عمر أحمد,الفيوم,سكني,2,631.39,435.31,0,6,0,0
EGY00000352,هدى حسن,الشرقية,تجاري,17,629.96,776.07,8,0,0,0
EGY00000353,نور فؤاد,مطروح,سكني,48,480.37,356.47,6,4,0,0
EGY00000354,نور نصر,الأقصر,سكني,15,421.55,195.95,11,0,0,1
EGY00000355,أحمد نصر,المنوفية,حكومي,29,221.96,219.09,0,0,0,0
EGY00000356,محمد أحمد,كفر الشيخ,سكني,27,366.9,315.64,0,6,0,0
EGY00000357,زينب حسن,قنا,تجاري,52,2245.73,2781.07,0,0,0,0
EGY00000358,نور علي,قنا,تجاري,44,730.36,961.0,11,2,0,0
EGY00000359,إبراهيم علي,الإسكندرية,سكني,8,395.16,176.04,0,0,3,1
EGY00000360,محمود البدوي,الشرقية,سكني,14,114.46,156.97,0,0,0,0
EGY00000361,مريم الجمال,أسوان,تجاري,5,1252.5,1579.5,1,5,0,0
EGY00000362,هدى الجمال,الأقصر,سكني,28,206.64,231.24,0,0,0,0
EGY00000363,سامي حسن,أسيوط,سكني,46,202.7,131.36,11,1,0,1
EGY00000364,وليد فهمي,السويس,تجاري,11,669.27,836.15,0,0,3,0
EGY00000365,زينب صالح,مطروح,صناعي,8,9356.44,8943.07,0,0,0,0
EGY00000366,رامي صالح,المنوفية,سكني,76,201.36,72.32,0,0,0,1
EGY00000367,حسن عثمان,المنيا,سكني,18,191.24,166.53,4,6,4,0
EGY00000368,عمر فؤاد,أسيوط,سكني,12,192.81,189.15,0,2,0,0
EGY00000369,سارة علي,الشرقية,تجاري,120,1295.32,1580.31,0,0,0,0
EGY00000370,علي عباس,الإسكندرية,تجاري,34,2327.64,2861.45,0,2,0,0
EGY00000371,عائشة إبراهيم,القليوبية,تجاري,3,1153.45,1411.51,0,3,0,0
EGY00000372,أمل فهمي,أسوان,سكني,30,735.97,547.18,0,6,0,0
EGY00000373,زينب فؤاد,الفيوم,تجاري,14,547.96,473.52,0,0,1,1
EGY00000374,زينب أحمد,الإسماعيلية,حكومي,1,2375.12,1995.0,4,1,0,0
EGY00000375,عائشة حسن,كفر الشيخ,سكني,29,293.2,263.78,10,0,2,0
EGY00000376,إبراهيم خليل,البحر الأحمر,سكني,25,490.62,359.6,2,0,0,0
EGY00000377,عائشة فهمي,المنوفية,تجاري,21,656.65,865.11,10,4,0,0
EGY00000378,عمر البدوي,بني سويف,سكني,4,111.69,47.07,0,4,0,1
EGY00000379,شريف فهمي,المنوفية,تجاري,23,865.98,1129.97,10,0,0,0
EGY00000380,دينا فهمي,شمال سيناء,تجاري,18,1808.63,2249.39,0,0,3,0
EGY00000381,طارق المصري,القاهرة,سكني,27,400.25,349.38,0,0,2,0
EGY00000382,سامي سالم,القاهرة,سكني,89,674.16,524.89,2,5,0,0
EGY00000383,خالد إبراهيم,الفيوم,سكني,25,363.14,291.56,0,0,2,0
EGY00000384,علي إبراهيم,البحر الأحمر,تجاري,1,2232.35,2707.26,0,0,0,0
EGY00000385,محمد علي,مطروح,سكني,53,58.14,73.71,0,1,1,1
EGY00000386,مريم عباس,مطروح,سكني,61,324.96,272.43,0,0,0,0
EGY00000387,عائشة سالم,سوهاج,سكني,28,294.45,276.14,0,0,1,0
EGY00000388,رنا الجمال,مطروح,سكني,56,386.75,343.67,0,0,0,0
EGY00000389,إبراهيم عبدالرحمن,الإسكندرية,صناعي,3,3513.34,3394.62,7,0,2,0
EGY00000390,طارق علي,شمال سيناء,سكني,20,749.74,538.11,0,0,0,0
EGY00000391,زينب خليل,الغربية,سكني,25,563.44,399.15,0,5,0,0
EGY00000392,عمر السيد,بورسعيد,سكني,4,318.57,109.65,0,0,2,1
EGY00000393,عائشة عباس,شمال سيناء,سكني,14,774.45,569.15,0,0,0,0
EGY00000394,طارق البدوي,القليوبية,سكني,120,731.93,509.49,0,1,0,0
EGY00000395,مصطفى أحمد,قنا,سكني,25,726.96,532.18,0,2,0,0
EGY00000396,دينا أحمد,المنوفية,سكني,98,906.11,625.32,0,1,0,0
EGY00000397,عبدالله إبراهيم,القاهرة,سكني,26,467.31,394.6,0,0,1,0
EGY00000398,فاطمة حسن,شمال سيناء,سكني,10,839.25,632.98,9,1,0,0
EGY00000399,زينب عبدالرحمن,القاهرة,سكني,24,464.11,360.42,0,6,0,0
EGY00000400,سامي الشريف,الشرقية,سكني,1,61.15,46.27,0,2,4,1
EGY00000401,طارق فؤاد,الأقصر,سكني,68,490.13,418.36,0,2,0,0
EGY00000402,كريم أحمد,الإسكندرية,سكني,30,161.84,154.76,0,0,0,0
EGY00000403,ماجد علي,أسيوط,سكني,23,309.64,142.18,10,0,2,1
EGY00000404,رنا حسين,الفيوم,سكني,54,230.47,140.57,0,0,2,1
EGY00000405,مصطفى حسن,دمياط,سكني,1,473.21,251.2,0,3,0,1
EGY00000406,فاطمة عبدالرحمن,المنيا,سكني,33,376.21,297.74,0,5,0,0
EGY00000407,نور فؤاد,جنوب سيناء,حكومي,45,5182.93,4235.84,0,0,0,0
EGY00000408,حسن الشريف,الإسكندرية,سكني,47,505.7,425.38,1,0,0,0
EGY00000409,هدى علي,أسيوط,سكني,21,302.54,258.95,0,0,0,0
EGY00000410,كريم عثمان,المنيا,صناعي,63,725.09,770.98,0,0,0,0
EGY00000411,خالد علي,المنوفية,سكني,63,151.3,57.05,0,4,4,1
EGY00000412,هدى نصر,الأقصر,سكني,77,390.72,345.8,0,0,0,0
EGY00000413,عائشة فؤاد,البحيرة,صناعي,79,8145.86,7815.12,0,5,2,0
EGY00000414,محمود إبراهيم,مطروح,حكومي,120,1342.58,554.08,11,3,2,1
EGY00000415,عمر السيد,المنوفية,سكني,117,116.09,65.36,5,3,0,1
EGY00000416,وليد علي,الدقهلية,سكني,45,400.92,161.76,0,0,0,1
EGY00000417,محمود خليل,الدقهلية,حكومي,3,1450.37,1228.04,0,2,0,0
EGY00000418,وليد البدوي,سوهاج,تجاري,95,1236.54,1572.73,7,3,0,0
EGY00000419,عادل البدوي,سوهاج,تجاري,23,958.18,1245.15,11,5,0,0
EGY00000420,دينا عثمان,السويس,سكني,7,240.59,227.26,0,1,0,0
EGY00000421,نور علي,السويس,سكني,33,953.87,644.86,0,6,0,0
EGY00000422,مصطفى المصري,قنا,سكني,42,717.13,558.95,0,0,0,0
EGY00000423,هدى علي,البحر الأحمر,سكني,37,624.87,473.59,2,0,0,0
EGY00000424,أحمد أحمد,كفر الشيخ,سكني,16,364.62,195.83,0,0,0,1
EGY00000425,علي علي,بني سويف,تجاري,9,1166.03,951.37,8,0,0,1
EGY00000426,مريم صالح,بورسعيد,سكني,36,95.0,96.47,8,5,0,1
EGY00000427,هشام أحمد,البحر الأحمر,سكني,101,306.43,256.71,0,0,0,0
EGY00000428,رنا السيد,سوهاج,صناعي,12,7617.0,7333.57,0,0,0,0
EGY00000429,هدى إبراهيم,الفيوم,سكني,21,64.92,46.28,0,6,0,1
EGY00000430,هشام عثمان,الجيزة,سكني,13,239.43,182.25,10,2,0,0
EGY00000431,محمود عبدالرحمن,دمياط,سكني,24,802.5,565.92,0,0,1,0
EGY00000432,نور صالح,الجيزة,سكني,14,375.82,330.07,0,0,1,0
EGY00000433,خالد فؤاد,الأقصر,سكني,3,700.49,537.48,0,0,0,0
EGY00000434,مريم عباس,بني سويف,صناعي,72,9410.15,8960.91,0,0,1,0
EGY00000435,دينا أحمد,شمال سيناء,سكني,27,425.26,365.2,0,4,0,0
EGY00000436,فاطمة علي,جنوب سيناء,سكني,19,900.9,671.01,0,0,2,0
EGY00000437,طارق حسين,الفيوم,سكني,26,434.96,355.65,10,6,0,0
EGY00000438,شريف الجمال,كفر الشيخ,سكني,6,144.9,92.93,0,0,0,1
EGY00000439,رنا إبراهيم,الشرقية,سكني,120,430.65,306.88,0,0,0,0
EGY00000440,محمود حسين,بني سويف,سكني,30,166.64,71.03,5,0,0,1
EGY00000441,علي سالم,الشرقية,سكني,1,158.0,67.69,2,0,0,1
EGY00000442,هشام عثمان,أسوان,سكني,10,404.13,201.01,7,0,0,1
EGY00000443,سامي نصر,الوادي الجديد,سكني,7,792.5,566.96,0,0,0,0
EGY00000444,زينب نصر,الإسكندرية,سكني,64,559.52,432.9,0,0,0,0
EGY00000445,مصطفى عبدالرحمن,بني سويف,سكني,87,257.17,113.97,0,0,0,1
EGY00000446,وليد خليل,البحيرة,سكني,1,200.43,198.95,0,0,0,0
EGY00000447,إبراهيم إبراهيم,البحيرة,سكني,12,303.03,132.57,0,0,2,1
EGY00000448,هشام حسن,الإسكندرية,سكني,70,386.14,156.62,8,0,0,1
EGY00000449,رامي نصر,الأقصر,تجاري,16,1602.78,1958.72,0,3,0,0
EGY00000450,عادل الجمال,الجيزة,تجاري,13,2199.74,2686.87,0,0,0,0
EGY00000451,إبراهيم عبدالرحمن,الشرقية,سكني,22,815.03,572.02,0,0,0,0
EGY00000452,وليد الجمال,الدقهلية,تجاري,6,2251.61,2736.8,0,2,0,0
EGY00000453,كريم صالح,جنوب سيناء,صناعي,17,1589.68,1607.64,11,0,0,0
EGY00000454,طارق الشريف,الجيزة,سكني,22,776.06,584.75,0,0,0,0
EGY00000455,وليد صالح,سوهاج,سكني,32,145.33,76.73,5,0,1,1
EGY00000456,مصطفى خليل,المنوفية,سكني,78,257.41,152.57,7,0,0,1
EGY00000457,طارق البدوي,الوادي الجديد,سكني,72,954.91,651.66,5,1,0,0
EGY00000458,مصطفى حسين,سوهاج,سكني,48,51.42,31.38,0,0,0,1
EGY00000459,خالد السيد,الأقصر,سكني,5,948.39,643.07,8,3,0,0
EGY00000460,شريف المصري,جنوب سيناء,سكني,11,358.04,149.3,10,0,0,1
EGY00000461,شريف فؤاد,الجيزة,سكني,49,810.54,606.71,0,4,0,0
EGY00000462,سامي نصر,أسوان,حكومي,30,2644.28,2163.23,0,0,3,0
EGY00000463,وليد عبدالرحمن,القليوبية,سكني,2,327.57,279.13,0,6,0,0
EGY00000464,هدى إبراهيم,الغربية,سكني,17,328.78,106.54,1,0,4,1
EGY00000465,ماجد الشريف,الوادي الجديد,سكني,23,327.09,142.47,0,6,0,1
EGY00000466,عائشة محمد,الوادي الجديد,سكني,9,129.39,142.15,0,2,0,0
EGY00000467,هدى فؤاد,أسيوط,سكني,19,860.38,597.16,0,2,0,0
EGY00000468,علي فؤاد,المنوفية,سكني,10,308.33,274.92,0,4,0,0
EGY00000469,ماجد حسن,المنوفية,سكني,102,966.04,683.45,0,0,0,0
EGY00000470,فاطمة إبراهيم,الوادي الجديد,تجاري,50,762.41,979.4,0,0,0,0
EGY00000471,ماجد خليل,الشرقية,سكني,2,601.34,429.38,4,0,0,0
EGY00000472,وليد خليل,دمياط,تجاري,26,2207.77,2720.15,9,0,3,0
EGY00000473,عادل علي,سوهاج,سكني,36,458.41,353.48,0,2,0,0
EGY00000474,رامي إبراهيم,القاهرة,سكني,81,441.14,379.94,0,0,1,0
EGY00000475,دينا نصر,أسوان,حكومي,11,1369.71,1186.51,8,0,0,0
EGY00000476,مصطفى الشريف,أسيوط,سكني,30,161.46,101.42,11,4,0,1
EGY00000477,يوسف عباس,كفر الشيخ,سكني,6,272.02,233.58,0,5,3,0
EGY00000478,نور علي,السويس,تجاري,21,1065.65,1338.53,0,0,0,0
EGY00000479,سارة الجمال,القليوبية,تجاري,90,2165.32,2625.11,2,0,0,0
EGY00000480,هدى البدوي,أسوان,سكني,18,246.72,199.07,0,0,0,0
EGY00000481,مصطفى عباس,المنوفية,تجاري,1,2230.87,2730.61,7,0,0,0
EGY00000482,يوسف البدوي,القاهرة,سكني,2,189.6,101.45,0,0,0,1
EGY00000483,طارق علي,أسيوط,سكني,2,273.36,113.33,0,0,2,1
EGY00000484,علي نصر,الأقصر,زراعي,26,171.02,50.18,0,0,0,1
EGY00000485,هدى فهمي,أسوان,سكني,4,351.77,275.21,0,0,0,0
EGY00000486,سارة أحمد,القاهرة,سكني,40,294.63,228.19,5,4,0,0
EGY00000487,عائشة المصري,السويس,سكني,13,139.34,78.88,4,4,0,1
EGY00000488,هشام علي,مطروح,سكني,59,69.97,77.73,0,4,4,1
EGY00000489,طارق حسن,بني سويف,سكني,57,318.12,95.78,0,0,0,1
EGY00000490,وليد عثمان,شمال سيناء,سكني,120,102.26,81.38,0,0,0,1
EGY00000491,أمل عثمان,الشرقية,سكني,37,698.83,514.3,2,0,0,0
EGY00000492,رامي صالح,الوادي الجديد,سكني,38,91.19,57.68,0,0,0,1
EGY00000493,خالد إبراهيم,دمياط,سكني,23,812.32,596.2,0,0,0,0
EGY00000494,نور أحمد,الإسكندرية,تجاري,26,410.68,524.96,0,0,0,0
EGY00000495,هشام السيد,كفر الشيخ,سكني,80,69.98,70.08,1,4,0,1
EGY00000496,مصطفى نصر,الجيزة,سكني,15,107.09,68.99,0,5,0,1
EGY00000497,أمل خليل,المنيا,زراعي,8,560.51,185.01,0,0,0,1
EGY00000498,محمود السيد,الغربية,سكني,55,968.77,653.74,0,6,0,0
EGY00000499,وليد أحمد,كفر الشيخ,سكني,80,86.88,70.05,0,0,0,1
EGY00000500,حسن فؤاد,السويس,سكني,19,994.97,715.17,0,4,0,0
EGY00000501,كريم صالح,أسيوط,صناعي,14,908.51,957.02,4,3,0,0
EGY00000502,خالد خليل,المنيا,سكني,15,912.43,680.06,0,0,0,0
EGY00000503,ماجد نصر,دمياط,سكني,5,386.44,342.72,0,1,3,0
EGY00000504,كريم عباس,الغربية,تجاري,38,920.17,1144.56,0,0,1,0
EGY00000505,رامي عبدالرحمن,الإسكندرية,سكني,1,176.55,178.67,0,3,1,0
EGY00000506,حسن علي,أسوان,سكني,18,126.14,80.86,0,0,0,1
EGY00000507,مصطفى صالح,الفيوم,تجاري,22,851.96,1066.82,0,3,3,0
EGY00000508,خالد صالح,بورسعيد,تجاري,19,1798.56,2231.61,0,5,0,0
EGY00000509,كريم فؤاد,بني سويف,سكني,5,367.82,111.72,0,0,3,1
EGY00000510,عمر أحمد,بورسعيد,زراعي,13,423.51,114.11,0,6,0,1
EGY00000511,مريم فؤاد,الإسكندرية,تجاري,12,1351.99,1661.09,8,0,0,0
EGY00000512,طارق عبدالرحمن,الأقصر,تجاري,37,1476.77,1844.36,6,0,0,0
EGY00000513,دينا صالح,القاهرة,سكني,7,676.87,497.26,8,0,0,0
EGY00000514,يوسف فؤاد,الجيزة,سكني,8,80.13,64.05,11,5,0,1
EGY00000515,رنا أحمد,بني سويف,سكني,41,319.75,145.36,0,6,0,1
EGY00000516,نور فؤاد,بورسعيد,سكني,16,182.34,100.74,3,0,0,1
EGY00000517,علي البدوي,بني سويف,سكني,75,497.83,395.45,0,6,0,0
EGY00000518,مريم عثمان,الشرقية,سكني,3,153.85,85.13,10,1,1,1
EGY00000519,حسن محمد,السويس,سكني,13,71.12,75.32,0,4,0,1
EGY00000520,هدى حسين,مطروح,سكني,31,633.49,443.64,0,2,0,0
EGY00000521,وليد المصري,أسوان,سكني,7,172.55,207.33,3,0,0,0
EGY00000522,دينا سالم,دمياط,سكني,51,924.21,649.52,0,6,0,0
EGY00000523,سارة السيد,دمياط,صناعي,14,2262.14,1221.56,0,2,2,1
EGY00000524,علي صالح,القليوبية,سكني,32,407.66,354.89,9,2,2,0
EGY00000525,نور علي,الدقهلية,صناعي,1,338.69,351.07,0,0,0,0
EGY00000526,شريف عثمان,جنوب سيناء,تجاري,5,211.23,339.12,0,0,2,0
EGY00000527,علي فهمي,الإسماعيلية,سكني,64,414.25,131.38,0,0,2,1
EGY00000528,مصطفى عبدالرحمن,أسوان,سكني,11,64.92,81.57,7,4,0,1
EGY00000529,سامي عبدالرحمن,دمياط,تجاري,12,674.56,452.28,11,5,0,1
EGY00000530,يوسف حسن,جنوب سيناء,سكني,70,106.6,91.36,3,0,4,0
EGY00000531,يوسف خليل,البحيرة,تجاري,30,212.0,282.24,0,1,0,0
EGY00000532,رنا فؤاد,القاهرة,سكني,2,525.78,163.12,0,0,0,1
EGY00000533,أمل إبراهيم,سوهاج,تجاري,7,923.72,1207.63,0,0,0,0
EGY00000534,علي سالم,بورسعيد,صناعي,42,70.89,72.57,2,3,0,1
EGY00000535,كريم خليل,المنيا,زراعي,25,145.37,82.5,0,0,0,1
EGY00000536,زينب البدوي,الأقصر,سكني,14,411.55,179.72,0,0,0,1
EGY00000537,فاطمة علي,الإسكندرية,سكني,93,993.26,684.87,0,0,0,0
EGY00000538,هدى فؤاد,سوهاج,سكني,75,262.8,254.75,8,0,0,0
EGY00000539,وليد فهمي,الشرقية,صناعي,15,1112.16,683.7,11,0,0,1
EGY00000540,وليد إبراهيم,السويس,سكني,23,792.03,614.34,0,4,4,0
EGY00000541,شريف أحمد,أسيوط,سكني,1,193.45,116.38,6,5,1,1
EGY00000542,إبراهيم سالم,الوادي الجديد,سكني,101,383.51,287.25,0,0,0,0
EGY00000543,ماجد الشريف,الدقهلية,سكني,3,397.5,337.96,3,0,4,0
EGY00000544,هدى سالم,بني سويف,حكومي,20,1972.1,1670.64,0,0,0,0
EGY00000545,محمود فهمي,الإسكندرية,سكني,3,917.21,635.6,0,0,0,0
